VictorGevers_Dataset/ImgPath/rBIABl23--2Aaf12AAEWNsny1E0263.png,0.6676999
VictorGevers_Dataset/ImgPath/rBIABl23--iAWoXgAAIxExqI638793.png,0.96115553
VictorGevers_Dataset/ImgPath/rBIABl23-9eANICtACyS5NGIR54039.png,0.9214986
VictorGevers_Dataset/ImgPath/rBIABl23-9qARjPFACNiPkGCYTs083.png,0.6910031
VictorGevers_Dataset/ImgPath/rBIABl23-_CADlqTACCxliPjtuM851.png,0.9984964
VictorGevers_Dataset/ImgPath/rBIABl23-_CAOFvHAAHo24HqX88872.png,0.99988306
VictorGevers_Dataset/ImgPath/rBIABl232-SAMSBrAFL2BXWQU6w025.png,0.7923622
VictorGevers_Dataset/ImgPath/rBIABl2329KAFcZ2AEwttiFdpiY619.png,0.579392
VictorGevers_Dataset/ImgPath/rBIABl232p6Ae2HVABFglGyV-ic838.png,0.9999472
VictorGevers_Dataset/ImgPath/rBIABl232qCAQnnjAAKl-YOq3wE589.png,0.5195646
VictorGevers_Dataset/ImgPath/rBIABl232qKAYDxuAAEztcJzTUQ482.png,0.91307676
VictorGevers_Dataset/ImgPath/rBIABl232qOAXTMQAALm_XC7Pvo611.png,0.7702061
VictorGevers_Dataset/ImgPath/rBIABl232reAVIsxAAHeKaom12A376.png,0.9964006
VictorGevers_Dataset/ImgPath/rBIABl232s2AXB4DADS4nF7wALw281.png,0.98567295
VictorGevers_Dataset/ImgPath/rBIABl232sqAS02HAAdoINax9dA882.png,0.98740375
VictorGevers_Dataset/ImgPath/rBIABl232sqAWaPrAAiZwFlHJCw926.png,0.9959816
VictorGevers_Dataset/ImgPath/rBIABl232t-AS413ADEDSRiMETA962.png,0.8433714
VictorGevers_Dataset/ImgPath/rBIABl232tOADl-rADARvjYlIOo346.png,0.9653665
VictorGevers_Dataset/ImgPath/rBIABl232tqAQTxBADnsQqNnSec249.png,0.58401823
VictorGevers_Dataset/ImgPath/rBIABl232u2ALLWYACkHTV0HveY852.png,0.95067316
VictorGevers_Dataset/ImgPath/rBIABl232u2AMQvOAC-runqHbuk492.png,0.97954625
VictorGevers_Dataset/ImgPath/rBIABl232u6AKBRMACTtRzktk-Q698.png,0.5183704
VictorGevers_Dataset/ImgPath/rBIABl232uOAMM07ADI9eVNDt5g677.png,0.9945874
VictorGevers_Dataset/ImgPath/rBIABl232uOAVJrsABw7LC8lWVY913.png,0.9986602
VictorGevers_Dataset/ImgPath/rBIABl232uSARMxCACzliv6UXq0952.png,0.9947884
VictorGevers_Dataset/ImgPath/rBIABl232uuAK8wWADDgfTN09IA649.png,0.8161659
VictorGevers_Dataset/ImgPath/rBIABl232vWAd7OZACaUhs-IYBc634.png,0.9998616
VictorGevers_Dataset/ImgPath/rBIABl232vaAGNphACfXmhpzklY149.png,0.9999707
VictorGevers_Dataset/ImgPath/rBIABl232vaAdWsTACZ9uQavYmo609.png,0.9999517
VictorGevers_Dataset/ImgPath/rBIABl232x-AI2z5AAFC3o0hHQE574.png,0.9997621
VictorGevers_Dataset/ImgPath/rBIABl232x2AS9T8ACmIvQujBzI554.png,0.6946739
VictorGevers_Dataset/ImgPath/rBIABl232x6ADloRAAFK7ScdJ0U552.png,0.5101853
VictorGevers_Dataset/ImgPath/rBIABl232x6ANZMPAFN5V7zaWAA785.png,0.7888815
VictorGevers_Dataset/ImgPath/rBIABl232xmAOHbaAAEvwkIAYz0680.png,0.71433276
VictorGevers_Dataset/ImgPath/rBIABl232xuAD-cJADKcu8l8Png974.png,0.99886155
VictorGevers_Dataset/ImgPath/rBIABl232xuAMrSuAAE-NfNyyGg699.png,0.916032
VictorGevers_Dataset/ImgPath/rBIABl232xyAKB8WAAGZLM8xmJg782.png,0.98322797
VictorGevers_Dataset/ImgPath/rBIABl232xyANrdqAAEhR_4IBZY558.png,0.9687788
VictorGevers_Dataset/ImgPath/rBIABl232xyAaaz5AAFH_WTIiuA848.png,0.98577976
VictorGevers_Dataset/ImgPath/rBIABl232xyAfj9yAAEO44S0iXM507.png,0.99706984
VictorGevers_Dataset/ImgPath/rBIABl232y2AXpQKADCGiQ6IwlU971.png,0.7643198
VictorGevers_Dataset/ImgPath/rBIABl232yCAFNqyAAEdmKYRFD8820.png,0.7052506
VictorGevers_Dataset/ImgPath/rBIABl232yCAND7iAADi624pk2U346.png,0.61740863
VictorGevers_Dataset/ImgPath/rBIABl232yCAewcvAAFBF7x7Y2M655.png,0.99851817
VictorGevers_Dataset/ImgPath/rBIABl232yGAJVtXACpb_jH3-Vc915.png,0.90763855
VictorGevers_Dataset/ImgPath/rBIABl232yGAZlmcAAFP-nh5kvM813.png,0.932399
VictorGevers_Dataset/ImgPath/rBIABl232yKAUe6uACmVodFm0uA289.png,0.857899
VictorGevers_Dataset/ImgPath/rBIABl232yOAJQANAAEb4GCTMF0302.png,0.9661808
VictorGevers_Dataset/ImgPath/rBIABl232yOAOKT2AAFYHDsrr2w577.png,0.959244
VictorGevers_Dataset/ImgPath/rBIABl232yOAR-LYAAGwaYXPg9Y242.png,0.8963586
VictorGevers_Dataset/ImgPath/rBIABl232yOAUSD8AAEyLtqXc7I554.png,0.99916506
VictorGevers_Dataset/ImgPath/rBIABl232yOAbobhAAEuV8iRImU984.png,0.8070995
